xywh,element_label,page_id,book,num_page_id,num_patch_id,number
"1781,3802,105,92 ",55 ,1659_sacrobosco_sphera_1518_p169.jpg,1659_sacrobosco_sphera_1518,20,104,55 
"2559,1991,108,89 ",65 ,1659_sacrobosco_sphera_1518_p171.jpg,1659_sacrobosco_sphera_1518,21,105,65 
"1887,2084,109,87 ",18 ,1659_sacrobosco_sphera_1518_p171.jpg,1659_sacrobosco_sphera_1518,21,106,18 
"1876,1806,122,83 ",90 ,1659_sacrobosco_sphera_1518_p171.jpg,1659_sacrobosco_sphera_1518,21,107,90 
"2028,1214,109,91 ",51 ,1659_sacrobosco_sphera_1518_p171.jpg,1659_sacrobosco_sphera_1518,21,108,51 
"2045,1411,100,96 ",51 ,1659_sacrobosco_sphera_1518_p171.jpg,1659_sacrobosco_sphera_1518,21,109,51 
"784,4181,109,85 ",24 ,1659_sacrobosco_sphera_1518_p180.jpg,1659_sacrobosco_sphera_1518,22,110,24 
"2393,3984,113,95 ",36 ,1659_sacrobosco_sphera_1518_p180.jpg,1659_sacrobosco_sphera_1518,22,111,36 
"1396,4178,120,92 ",40 ,1659_sacrobosco_sphera_1518_p180.jpg,1659_sacrobosco_sphera_1518,22,112,40 
"987,4185,106,64 ",22 ,1659_sacrobosco_sphera_1518_p180.jpg,1659_sacrobosco_sphera_1518,22,113,22 
"2061,3985,102,98 ",33 ,1659_sacrobosco_sphera_1518_p180.jpg,1659_sacrobosco_sphera_1518,22,114,33 
"3604,1892,88,77 ",11 ,1659_sacrobosco_sphera_1518_p338.jpg,1659_sacrobosco_sphera_1518,23,115,11 
"3497,3222,103,103 ",13 ,1659_sacrobosco_sphera_1518_p338.jpg,1659_sacrobosco_sphera_1518,23,116,13 
"3596,2227,115,91 ",14 ,1659_sacrobosco_sphera_1518_p338.jpg,1659_sacrobosco_sphera_1518,23,117,14 
"3498,2894,98,78 ",10 ,1659_sacrobosco_sphera_1518_p338.jpg,1659_sacrobosco_sphera_1518,23,118,10 
"3599,4140,95,82 ",21 ,1659_sacrobosco_sphera_1518_p338.jpg,1659_sacrobosco_sphera_1518,23,119,21 
"2680,2982,116,96 ",14 ,1659_sacrobosco_sphera_1518_p351.jpg,1659_sacrobosco_sphera_1518,24,120,14 
"2671,2597,120,80 ",10 ,1659_sacrobosco_sphera_1518_p351.jpg,1659_sacrobosco_sphera_1518,24,121,10 
"2682,3467,109,80 ",19 ,1659_sacrobosco_sphera_1518_p351.jpg,1659_sacrobosco_sphera_1518,24,122,19 
"2684,3172,116,77 ",16 ,1659_sacrobosco_sphera_1518_p351.jpg,1659_sacrobosco_sphera_1518,24,123,16 
"2670,2698,114,74 ",11 ,1659_sacrobosco_sphera_1518_p351.jpg,1659_sacrobosco_sphera_1518,24,124,11 
"305,802,32,21 ",20 ,1664_sacrobosco_sphere_1519_p28.jpg,1664_sacrobosco_sphere_1519,25,125,20 
"341,860,31,21 ",50 ,1664_sacrobosco_sphere_1519_p28.jpg,1664_sacrobosco_sphere_1519,25,126,50 
"229,775,35,23 ",40 ,1664_sacrobosco_sphere_1519_p28.jpg,1664_sacrobosco_sphere_1519,25,127,40 
"305,712,29,25 ",15 ,1664_sacrobosco_sphere_1519_p28.jpg,1664_sacrobosco_sphere_1519,25,128,15 
"266,830,33,24 ",45 ,1664_sacrobosco_sphere_1519_p28.jpg,1664_sacrobosco_sphere_1519,25,129,45 
"1106,1649,65,58 ",15 ,1665_sacrobosco_sphere_1520_p55.jpg,1665_sacrobosco_sphere_1520,26,130,15 
"1349,1513,69,65 ",30 ,1665_sacrobosco_sphere_1520_p55.jpg,1665_sacrobosco_sphere_1520,26,131,30 
"1231,1506,68,57 ",20 ,1665_sacrobosco_sphere_1520_p55.jpg,1665_sacrobosco_sphere_1520,26,132,20 
"976,1517,68,59 ",16 ,1665_sacrobosco_sphere_1520_p55.jpg,1665_sacrobosco_sphere_1520,26,133,16 
"1223,1666,68,67 ",27 ,1665_sacrobosco_sphere_1520_p55.jpg,1665_sacrobosco_sphere_1520,26,134,27 
"572,1403,67,56 ",39 ,1667_sacrobosco_sphere_1524_p29.jpg,1667_sacrobosco_sphere_1524,27,135,39 
"501,1279,62,51 ",15 ,1667_sacrobosco_sphere_1524_p29.jpg,1667_sacrobosco_sphere_1524,27,136,15 
"579,1220,68,45 ",20 ,1667_sacrobosco_sphere_1524_p29.jpg,1667_sacrobosco_sphere_1524,27,137,20 
"580,1278,66,48 ",27 ,1667_sacrobosco_sphere_1524_p29.jpg,1667_sacrobosco_sphere_1524,27,138,27 
"418,1462,69,56 ",41 ,1667_sacrobosco_sphere_1524_p29.jpg,1667_sacrobosco_sphere_1524,27,139,41 
"504,1591,61,53 ",16 ,1670_sacrobosco_sphere_1527_p25.jpg,1670_sacrobosco_sphere_1527,28,140,16 
"578,1718,64,51 ",45 ,1670_sacrobosco_sphere_1527_p25.jpg,1670_sacrobosco_sphere_1527,28,141,45 
"656,1840,72,57 ",43 ,1670_sacrobosco_sphere_1527_p25.jpg,1670_sacrobosco_sphere_1527,28,142,43 
"503,1655,69,55 ",24 ,1670_sacrobosco_sphere_1527_p25.jpg,1670_sacrobosco_sphere_1527,28,143,24 
"500,1721,63,56 ",30 ,1670_sacrobosco_sphere_1527_p25.jpg,1670_sacrobosco_sphere_1527,28,144,30 
"404,1266,48,35 ",47 ,1679_sacrobosco_sphaera_1534_p28.jpg,1679_sacrobosco_sphaera_1534,29,145,47 
"550,1126,40,37 ",13 ,1679_sacrobosco_sphaera_1534_p28.jpg,1679_sacrobosco_sphaera_1534,29,146,13 
"611,1079,38,31 ",15 ,1679_sacrobosco_sphaera_1534_p28.jpg,1679_sacrobosco_sphaera_1534,29,147,15 
"605,1033,45,33 ",45 ,1679_sacrobosco_sphaera_1534_p28.jpg,1679_sacrobosco_sphaera_1534,29,148,45 
"723,1170,47,39 ",30 ,1679_sacrobosco_sphaera_1534_p28.jpg,1679_sacrobosco_sphaera_1534,29,149,30 
"545,626,30,26 ",34 ,1680_sacrobosco_sphera_1537_p33.jpg,1680_sacrobosco_sphera_1537,30,150,34 
"554,568,34,26 ",24 ,1680_sacrobosco_sphera_1537_p33.jpg,1680_sacrobosco_sphera_1537,30,151,24 
"481,762,24,21 ",12 ,1680_sacrobosco_sphera_1537_p33.jpg,1680_sacrobosco_sphera_1537,30,152,12 
"551,680,34,26 ",27 ,1680_sacrobosco_sphera_1537_p33.jpg,1680_sacrobosco_sphera_1537,30,153,27 
"491,567,25,23 ",12 ,1680_sacrobosco_sphera_1537_p33.jpg,1680_sacrobosco_sphera_1537,30,154,12 
"331,535,20,17 ",55 ,1680_sacrobosco_sphera_1537_p57.jpg,1680_sacrobosco_sphera_1537,31,155,55 
"276,452,21,18 ",33 ,1680_sacrobosco_sphera_1537_p57.jpg,1680_sacrobosco_sphera_1537,31,156,33 
"275,756,24,19 ",61 ,1680_sacrobosco_sphera_1537_p57.jpg,1680_sacrobosco_sphera_1537,31,157,61 
"274,591,21,17 ",45 ,1680_sacrobosco_sphera_1537_p57.jpg,1680_sacrobosco_sphera_1537,31,158,45 
"274,703,23,18 ",56 ,1680_sacrobosco_sphera_1537_p57.jpg,1680_sacrobosco_sphera_1537,31,159,56 
"482,575,27,20 ",20 ,1680_sacrobosco_sphera_1537_p74.jpg,1680_sacrobosco_sphera_1537,32,160,20 
"407,550,26,23 ",56 ,1680_sacrobosco_sphera_1537_p74.jpg,1680_sacrobosco_sphera_1537,32,161,56 
"478,495,25,19 ",50 ,1680_sacrobosco_sphera_1537_p74.jpg,1680_sacrobosco_sphera_1537,32,162,50 
"406,581,25,19 ",71 ,1680_sacrobosco_sphera_1537_p74.jpg,1680_sacrobosco_sphera_1537,32,163,71 
"547,441,26,21 ",48 ,1680_sacrobosco_sphera_1537_p74.jpg,1680_sacrobosco_sphera_1537,32,164,48 
"528,733,24,18 ",37 ,1680_sacrobosco_sphera_1537_p76.jpg,1680_sacrobosco_sphera_1537,33,165,37 
"534,806,28,19 ",22 ,1680_sacrobosco_sphera_1537_p76.jpg,1680_sacrobosco_sphera_1537,33,166,22 
"393,657,25,19 ",52 ,1680_sacrobosco_sphera_1537_p76.jpg,1680_sacrobosco_sphera_1537,33,167,52 
"394,681,24,19 ",61 ,1680_sacrobosco_sphera_1537_p76.jpg,1680_sacrobosco_sphera_1537,33,168,61 
"396,581,26,20 ",20 ,1680_sacrobosco_sphera_1537_p76.jpg,1680_sacrobosco_sphera_1537,33,169,20 
"374,515,21,20 ",37 ,1680_sacrobosco_sphera_1537_p85.jpg,1680_sacrobosco_sphera_1537,34,170,37 
"370,740,21,18 ",28 ,1680_sacrobosco_sphera_1537_p85.jpg,1680_sacrobosco_sphera_1537,34,171,28 
"344,664,23,18 ",60 ,1680_sacrobosco_sphera_1537_p85.jpg,1680_sacrobosco_sphera_1537,34,172,60 
"372,616,21,19 ",33 ,1680_sacrobosco_sphera_1537_p85.jpg,1680_sacrobosco_sphera_1537,34,173,33 
"366,866,23,18 ",23 ,1680_sacrobosco_sphera_1537_p85.jpg,1680_sacrobosco_sphera_1537,34,174,23 
"858,4460,129,95 ",29 ,1681_sacrobosco_sphaera_1538_p21.jpg,1681_sacrobosco_sphaera_1538,35,175,29 
"1226,4387,120,101 ",54 ,1681_sacrobosco_sphaera_1538_p21.jpg,1681_sacrobosco_sphaera_1538,35,176,54 
"1214,4571,115,96 ",12 ,1681_sacrobosco_sphaera_1538_p21.jpg,1681_sacrobosco_sphaera_1538,35,177,12 
"1213,4868,129,115 ",54 ,1681_sacrobosco_sphaera_1538_p21.jpg,1681_sacrobosco_sphaera_1538,35,178,54 
"860,4367,120,94 ",27 ,1681_sacrobosco_sphaera_1538_p21.jpg,1681_sacrobosco_sphaera_1538,35,179,27 
"1794,2354,139,100 ",40 ,1681_sacrobosco_sphaera_1538_p32.jpg,1681_sacrobosco_sphaera_1538,36,180,40 
"1796,2598,139,115 ",30 ,1681_sacrobosco_sphaera_1538_p32.jpg,1681_sacrobosco_sphaera_1538,36,181,30 
"2248,2344,135,110 ",39 ,1681_sacrobosco_sphaera_1538_p32.jpg,1681_sacrobosco_sphaera_1538,36,182,39 
"1947,2470,121,100 ",41 ,1681_sacrobosco_sphaera_1538_p32.jpg,1681_sacrobosco_sphaera_1538,36,183,41 
"2094,2091,130,105 ",15 ,1681_sacrobosco_sphaera_1538_p32.jpg,1681_sacrobosco_sphaera_1538,36,184,15 
"1382,1959,81,68 ",33 ,1688_sacrobosco_sphaera_1545_p100.jpg,1688_sacrobosco_sphaera_1545,37,185,33 
"1498,1809,88,65 ",30 ,1688_sacrobosco_sphaera_1545_p100.jpg,1688_sacrobosco_sphaera_1545,37,186,30 
"1355,1802,99,68 ",27 ,1688_sacrobosco_sphaera_1545_p100.jpg,1688_sacrobosco_sphaera_1545,37,187,27 
"1076,1801,70,65 ",13 ,1688_sacrobosco_sphaera_1545_p100.jpg,1688_sacrobosco_sphaera_1545,37,188,13 
"1207,1803,99,69 ",45 ,1688_sacrobosco_sphaera_1545_p100.jpg,1688_sacrobosco_sphaera_1545,37,189,45 
"503,612,48,33 ",10 ,1690_sacrobosco_libellus_1545_p284.jpg,1690_sacrobosco_libellus_1545,38,190,10 
"265,803,44,35 ",10 ,1690_sacrobosco_libellus_1545_p284.jpg,1690_sacrobosco_libellus_1545,38,191,10 
"502,701,40,37 ",15 ,1690_sacrobosco_libellus_1545_p284.jpg,1690_sacrobosco_libellus_1545,38,192,15 
"509,800,44,37 ",23 ,1690_sacrobosco_libellus_1545_p284.jpg,1690_sacrobosco_libellus_1545,38,193,23 
"502,656,48,42 ",19 ,1690_sacrobosco_libellus_1545_p284.jpg,1690_sacrobosco_libellus_1545,38,194,19 
"407,716,45,34 ",52 ,1690_sacrobosco_libellus_1545_p93.jpg,1690_sacrobosco_libellus_1545,39,195,52 
"410,814,50,36 ",70 ,1690_sacrobosco_libellus_1545_p93.jpg,1690_sacrobosco_libellus_1545,39,196,70 
"405,669,57,38 ",40 ,1690_sacrobosco_libellus_1545_p93.jpg,1690_sacrobosco_libellus_1545,39,197,40 
"407,626,50,36 ",22 ,1690_sacrobosco_libellus_1545_p93.jpg,1690_sacrobosco_libellus_1545,39,198,22 
"494,628,47,36 ",52 ,1690_sacrobosco_libellus_1545_p93.jpg,1690_sacrobosco_libellus_1545,39,199,52 
"330,386,50,36 ",42 ,1690_sacrobosco_libellus_1545_p94.jpg,1690_sacrobosco_libellus_1545,40,200,42 
"580,434,37,33 ",11 ,1690_sacrobosco_libellus_1545_p94.jpg,1690_sacrobosco_libellus_1545,40,201,11 
"578,479,40,32 ",21 ,1690_sacrobosco_libellus_1545_p94.jpg,1690_sacrobosco_libellus_1545,40,202,21 
"329,474,50,37 ",52 ,1690_sacrobosco_libellus_1545_p94.jpg,1690_sacrobosco_libellus_1545,40,203,52 
"330,430,53,39 ",50 ,1690_sacrobosco_libellus_1545_p94.jpg,1690_sacrobosco_libellus_1545,40,204,50 
"596,1648,92,75 ",15 ,1697_sacrobosco_tractado_1548_p259.jpg,1697_sacrobosco_tractado_1548,41,205,15 
"596,1259,109,65 ",10 ,1697_sacrobosco_tractado_1548_p259.jpg,1697_sacrobosco_tractado_1548,41,206,10 
"598,2124,105,73 ",21 ,1697_sacrobosco_tractado_1548_p259.jpg,1697_sacrobosco_tractado_1548,41,207,21 
"598,1416,99,69 ",12 ,1697_sacrobosco_tractado_1548_p259.jpg,1697_sacrobosco_tractado_1548,41,208,12 
"598,1880,105,87 ",18 ,1697_sacrobosco_tractado_1548_p259.jpg,1697_sacrobosco_tractado_1548,41,209,18 
"572,1901,111,87 ",18 ,1697_sacrobosco_tractado_1548_p267.jpg,1697_sacrobosco_tractado_1548,42,210,18 
"566,2299,113,83 ",23 ,1697_sacrobosco_tractado_1548_p267.jpg,1697_sacrobosco_tractado_1548,42,211,23 
"562,2857,111,88 ",30 ,1697_sacrobosco_tractado_1548_p267.jpg,1697_sacrobosco_tractado_1548,42,212,30 
"584,1358,92,65 ",11 ,1697_sacrobosco_tractado_1548_p267.jpg,1697_sacrobosco_tractado_1548,42,213,11 
"579,1667,106,81 ",15 ,1697_sacrobosco_tractado_1548_p267.jpg,1697_sacrobosco_tractado_1548,42,214,15 
"972,1450,41,45 ",31 ,1699_fiorentino_sopra_1550_p59.jpg,1699_fiorentino_sopra_1550,43,215,31 
"1039,1439,53,47 ",26 ,1699_fiorentino_sopra_1550_p59.jpg,1699_fiorentino_sopra_1550,43,216,26 
"1101,1432,50,60 ",38 ,1699_fiorentino_sopra_1550_p59.jpg,1699_fiorentino_sopra_1550,43,217,38 
"834,1345,47,36 ",12 ,1699_fiorentino_sopra_1550_p59.jpg,1699_fiorentino_sopra_1550,43,218,12 
"1110,1558,50,41 ",44 ,1699_fiorentino_sopra_1550_p59.jpg,1699_fiorentino_sopra_1550,43,219,44 
"543,1410,72,53 ",90 ,1699_fiorentino_sopra_1550_p73.jpg,1699_fiorentino_sopra_1550,44,220,90 
