page_id,page_number,xywh,short_title,credited_authors,printers,publishers,place_of_publication,year_of_publication,handle
1609_sacrobosco_tractatum_1476_p19.jpg,19,"565,600,131,98",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p19.jpg,19,"500,822,176,111",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p19.jpg,19,"394,758,162,76",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p19.jpg,19,"374,573,96,120",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p27.jpg,27,"256,404,173,103",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p27.jpg,27,"574,876,96,96",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p27.jpg,27,"268,420,147,117",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p27.jpg,27,"475,498,89,111",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p27.jpg,27,"374,417,106,67",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p37.jpg,37,"541,269,103,142",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p37.jpg,37,"590,381,104,54",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p37.jpg,37,"364,379,127,85",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p37.jpg,37,"589,348,123,145",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p37.jpg,37,"304,438,160,47",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p43.jpg,43,"383,374,115,91",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p43.jpg,43,"252,788,101,144",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p43.jpg,43,"324,386,132,62",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p43.jpg,43,"208,769,91,114",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p43.jpg,43,"613,424,165,89",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p35.jpg,35,"231,314,115,99",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p35.jpg,35,"579,617,99,116",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p35.jpg,35,"242,686,169,89",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p35.jpg,35,"493,330,151,103",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p35.jpg,35,"439,285,124,102",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p22.jpg,22,"224,736,114,101",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p22.jpg,22,"410,784,99,44",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p22.jpg,22,"613,872,110,129",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p22.jpg,22,"624,507,172,148",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p22.jpg,22,"428,645,155,128",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p32.jpg,32,"645,503,114,123",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p32.jpg,32,"496,704,184,51",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p32.jpg,32,"226,683,96,111",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p32.jpg,32,"280,887,143,115",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p32.jpg,32,"604,592,127,36",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p44.jpg,44,"615,820,186,67",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p44.jpg,44,"308,395,128,142",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p44.jpg,44,"340,459,93,56",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p44.jpg,44,"465,784,128,60",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1609_sacrobosco_tractatum_1476_p44.jpg,44,"514,840,157,95",Tractatum de spaera,"Sacrobosco, Johannes de","Pietro, Filippo di","Pietro, Filippo di",Venice,1475,hdl.handle.net/21.11103/sphaera.100262
1611_Sacrobosco_Spaera_1478_p22.jpg,22,"488,330,129,60",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p22.jpg,22,"344,775,106,77",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p22.jpg,22,"417,556,112,123",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p22.jpg,22,"268,276,155,93",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p22.jpg,22,"237,577,138,83",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p26.jpg,26,"458,795,179,59",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p26.jpg,26,"204,720,169,48",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p26.jpg,26,"276,750,155,60",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p26.jpg,26,"581,277,105,89",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p26.jpg,26,"516,306,109,82",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p23.jpg,23,"348,784,128,93",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p23.jpg,23,"200,289,167,78",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p23.jpg,23,"314,522,121,98",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p23.jpg,23,"572,455,125,29",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p23.jpg,23,"481,381,109,92",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p33.jpg,33,"399,420,173,134",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p33.jpg,33,"312,721,98,101",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p33.jpg,33,"532,790,167,30",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p33.jpg,33,"623,739,122,29",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p33.jpg,33,"252,304,104,57",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p11.jpg,11,"259,828,116,137",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p11.jpg,11,"352,597,162,68",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p11.jpg,11,"222,638,96,42",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p11.jpg,11,"324,685,111,112",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p11.jpg,11,"637,593,172,91",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p14.jpg,14,"544,403,98,67",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p14.jpg,14,"559,786,101,101",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p14.jpg,14,"373,344,167,59",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p14.jpg,14,"542,811,171,50",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p14.jpg,14,"291,357,140,36",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p13.jpg,13,"502,677,157,30",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p13.jpg,13,"521,438,93,35",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p13.jpg,13,"481,563,114,97",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p13.jpg,13,"285,650,113,66",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p13.jpg,13,"317,325,176,64",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p29.jpg,29,"190,706,136,37",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p29.jpg,29,"379,363,126,39",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p29.jpg,29,"466,484,146,97",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p29.jpg,29,"460,799,156,126",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p29.jpg,29,"444,250,126,42",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p28.jpg,28,"369,482,170,124",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p28.jpg,28,"477,251,103,50",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p28.jpg,28,"504,286,107,36",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p28.jpg,28,"308,717,173,127",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p28.jpg,28,"183,618,154,54",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p20.jpg,20,"497,402,135,113",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p20.jpg,20,"185,374,167,73",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p20.jpg,20,"302,677,175,89",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p20.jpg,20,"244,578,179,39",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1611_Sacrobosco_Spaera_1478_p20.jpg,20,"536,438,123,52",Ioannis de sacrobosco anglici viri clarissimi spera mundi feliciter incipit,"Sacrobosco, Johannes de",Adam of Rottweil,Adam of Rottweil,Venice,1478,hdl.handle.net/21.11103/sphaera.100687
1612_sacrobosco_sphera_1478_p27.jpg,27,"600,482,201,138",Sphera magistri Io. de Sacroboscho,"Sacrobosco, Johannes de","Lavagna, Filippo da","Lavagna, Filippo da",Milan,1478,hdl.handle.net/21.11103/sphaera.100263
1612_sacrobosco_sphera_1478_p27.jpg,27,"702,1100,188,187",Sphera magistri Io. de Sacroboscho,"Sacrobosco, Johannes de","Lavagna, Filippo da","Lavagna, Filippo da",Milan,1478,hdl.handle.net/21.11103/sphaera.100263
1612_sacrobosco_sphera_1478_p27.jpg,27,"864,998,182,213",Sphera magistri Io. de Sacroboscho,"Sacrobosco, Johannes de","Lavagna, Filippo da","Lavagna, Filippo da",Milan,1478,hdl.handle.net/21.11103/sphaera.100263
1612_sacrobosco_sphera_1478_p27.jpg,27,"813,921,245,202",Sphera magistri Io. de Sacroboscho,"Sacrobosco, Johannes de","Lavagna, Filippo da","Lavagna, Filippo da",Milan,1478,hdl.handle.net/21.11103/sphaera.100263
1612_sacrobosco_sphera_1478_p27.jpg,27,"595,589,252,108",Sphera magistri Io. de Sacroboscho,"Sacrobosco, Johannes de","Lavagna, Filippo da","Lavagna, Filippo da",Milan,1478,hdl.handle.net/21.11103/sphaera.100263
1612_sacrobosco_sphera_1478_p9.jpg,9,"285,520,134,76",Sphera magistri Io. de Sacroboscho,"Sacrobosco, Johannes de","Lavagna, Filippo da","Lavagna, Filippo da",Milan,1478,hdl.handle.net/21.11103/sphaera.100263
1612_sacrobosco_sphera_1478_p9.jpg,9,"671,758,193,107",Sphera magistri Io. de Sacroboscho,"Sacrobosco, Johannes de","Lavagna, Filippo da","Lavagna, Filippo da",Milan,1478,hdl.handle.net/21.11103/sphaera.100263
1612_sacrobosco_sphera_1478_p9.jpg,9,"270,1049,153,50",Sphera magistri Io. de Sacroboscho,"Sacrobosco, Johannes de","Lavagna, Filippo da","Lavagna, Filippo da",Milan,1478,hdl.handle.net/21.11103/sphaera.100263
1612_sacrobosco_sphera_1478_p9.jpg,9,"567,1278,166,101",Sphera magistri Io. de Sacroboscho,"Sacrobosco, Johannes de","Lavagna, Filippo da","Lavagna, Filippo da",Milan,1478,hdl.handle.net/21.11103/sphaera.100263
1612_sacrobosco_sphera_1478_p9.jpg,9,"278,1249,177,66",Sphera magistri Io. de Sacroboscho,"Sacrobosco, Johannes de","Lavagna, Filippo da","Lavagna, Filippo da",Milan,1478,hdl.handle.net/21.11103/sphaera.100263
1612_sacrobosco_sphera_1478_p28.jpg,28,"498,828,173,170",Sphera magistri Io. de Sacroboscho,"Sacrobosco, Johannes de","Lavagna, Filippo da","Lavagna, Filippo da",Milan,1478,hdl.handle.net/21.11103/sphaera.100263
1612_sacrobosco_sphera_1478_p28.jpg,28,"753,764,149,106",Sphera magistri Io. de Sacroboscho,"Sacrobosco, Johannes de","Lavagna, Filippo da","Lavagna, Filippo da",Milan,1478,hdl.handle.net/21.11103/sphaera.100263
