num_patch_id,num_page_id,number,xywh,page_url,page_id,book
16,3,NaN,"574,876,96,96",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/26.jpg,1609_sacrobosco_tractatum_1476_p27.jpg,1609_sacrobosco_tractatum_1476
17,3,NaN,"268,420,147,117",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/26.jpg,1609_sacrobosco_tractatum_1476_p27.jpg,1609_sacrobosco_tractatum_1476
18,3,NaN,"475,498,89,111",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/26.jpg,1609_sacrobosco_tractatum_1476_p27.jpg,1609_sacrobosco_tractatum_1476
19,3,NaN,"374,417,106,67",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/26.jpg,1609_sacrobosco_tractatum_1476_p27.jpg,1609_sacrobosco_tractatum_1476
20,4,NaN,"541,269,103,142",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/36.jpg,1609_sacrobosco_tractatum_1476_p37.jpg,1609_sacrobosco_tractatum_1476
21,4,NaN,"590,381,104,54",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/36.jpg,1609_sacrobosco_tractatum_1476_p37.jpg,1609_sacrobosco_tractatum_1476
22,4,NaN,"364,379,127,85",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/36.jpg,1609_sacrobosco_tractatum_1476_p37.jpg,1609_sacrobosco_tractatum_1476
23,4,NaN,"589,348,123,145",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/36.jpg,1609_sacrobosco_tractatum_1476_p37.jpg,1609_sacrobosco_tractatum_1476
24,4,NaN,"304,438,160,47",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/36.jpg,1609_sacrobosco_tractatum_1476_p37.jpg,1609_sacrobosco_tractatum_1476
25,5,NaN,"383,374,115,91",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/42.jpg,1609_sacrobosco_tractatum_1476_p43.jpg,1609_sacrobosco_tractatum_1476
26,5,NaN,"252,788,101,144",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/42.jpg,1609_sacrobosco_tractatum_1476_p43.jpg,1609_sacrobosco_tractatum_1476
27,5,NaN,"324,386,132,62",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/42.jpg,1609_sacrobosco_tractatum_1476_p43.jpg,1609_sacrobosco_tractatum_1476
28,5,NaN,"208,769,91,114",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/42.jpg,1609_sacrobosco_tractatum_1476_p43.jpg,1609_sacrobosco_tractatum_1476
29,5,NaN,"613,424,165,89",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/42.jpg,1609_sacrobosco_tractatum_1476_p43.jpg,1609_sacrobosco_tractatum_1476
30,6,NaN,"231,314,115,99",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/34.jpg,1609_sacrobosco_tractatum_1476_p35.jpg,1609_sacrobosco_tractatum_1476
31,6,NaN,"579,617,99,116",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/34.jpg,1609_sacrobosco_tractatum_1476_p35.jpg,1609_sacrobosco_tractatum_1476
32,6,NaN,"242,686,169,89",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/34.jpg,1609_sacrobosco_tractatum_1476_p35.jpg,1609_sacrobosco_tractatum_1476
33,6,NaN,"493,330,151,103",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/34.jpg,1609_sacrobosco_tractatum_1476_p35.jpg,1609_sacrobosco_tractatum_1476
34,6,NaN,"439,285,124,102",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/34.jpg,1609_sacrobosco_tractatum_1476_p35.jpg,1609_sacrobosco_tractatum_1476
35,7,NaN,"224,736,114,101",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/21.jpg,1609_sacrobosco_tractatum_1476_p22.jpg,1609_sacrobosco_tractatum_1476
36,7,NaN,"410,784,99,44",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/21.jpg,1609_sacrobosco_tractatum_1476_p22.jpg,1609_sacrobosco_tractatum_1476
37,7,NaN,"613,872,110,129",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/21.jpg,1609_sacrobosco_tractatum_1476_p22.jpg,1609_sacrobosco_tractatum_1476
38,7,NaN,"624,507,172,148",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/21.jpg,1609_sacrobosco_tractatum_1476_p22.jpg,1609_sacrobosco_tractatum_1476
39,7,NaN,"428,645,155,128",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/21.jpg,1609_sacrobosco_tractatum_1476_p22.jpg,1609_sacrobosco_tractatum_1476
40,8,NaN,"645,503,114,123",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/31.jpg,1609_sacrobosco_tractatum_1476_p32.jpg,1609_sacrobosco_tractatum_1476
41,8,NaN,"496,704,184,51",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/31.jpg,1609_sacrobosco_tractatum_1476_p32.jpg,1609_sacrobosco_tractatum_1476
42,8,NaN,"226,683,96,111",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/31.jpg,1609_sacrobosco_tractatum_1476_p32.jpg,1609_sacrobosco_tractatum_1476
43,8,NaN,"280,887,143,115",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/31.jpg,1609_sacrobosco_tractatum_1476_p32.jpg,1609_sacrobosco_tractatum_1476
44,8,NaN,"604,592,127,36",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/31.jpg,1609_sacrobosco_tractatum_1476_p32.jpg,1609_sacrobosco_tractatum_1476
45,9,NaN,"615,820,186,67",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/43.jpg,1609_sacrobosco_tractatum_1476_p44.jpg,1609_sacrobosco_tractatum_1476
46,9,NaN,"308,395,128,142",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/43.jpg,1609_sacrobosco_tractatum_1476_p44.jpg,1609_sacrobosco_tractatum_1476
47,9,NaN,"340,459,93,56",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/43.jpg,1609_sacrobosco_tractatum_1476_p44.jpg,1609_sacrobosco_tractatum_1476
48,9,NaN,"465,784,128,60",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/43.jpg,1609_sacrobosco_tractatum_1476_p44.jpg,1609_sacrobosco_tractatum_1476
49,9,NaN,"514,840,157,95",/home/space/sphaera/sphaera_012020_all/pages/1609_sacrobosco_tractatum_1476/processed/43.jpg,1609_sacrobosco_tractatum_1476_p44.jpg,1609_sacrobosco_tractatum_1476
50,10,NaN,"488,330,129,60",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/21.jpg,1611_Sacrobosco_Spaera_1478_p22.jpg,1611_Sacrobosco_Spaera_1478
51,10,NaN,"344,775,106,77",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/21.jpg,1611_Sacrobosco_Spaera_1478_p22.jpg,1611_Sacrobosco_Spaera_1478
52,10,NaN,"417,556,112,123",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/21.jpg,1611_Sacrobosco_Spaera_1478_p22.jpg,1611_Sacrobosco_Spaera_1478
53,10,NaN,"268,276,155,93",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/21.jpg,1611_Sacrobosco_Spaera_1478_p22.jpg,1611_Sacrobosco_Spaera_1478
54,10,NaN,"237,577,138,83",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/21.jpg,1611_Sacrobosco_Spaera_1478_p22.jpg,1611_Sacrobosco_Spaera_1478
55,11,NaN,"458,795,179,59",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/25.jpg,1611_Sacrobosco_Spaera_1478_p26.jpg,1611_Sacrobosco_Spaera_1478
56,11,NaN,"204,720,169,48",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/25.jpg,1611_Sacrobosco_Spaera_1478_p26.jpg,1611_Sacrobosco_Spaera_1478
57,11,NaN,"276,750,155,60",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/25.jpg,1611_Sacrobosco_Spaera_1478_p26.jpg,1611_Sacrobosco_Spaera_1478
58,11,NaN,"581,277,105,89",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/25.jpg,1611_Sacrobosco_Spaera_1478_p26.jpg,1611_Sacrobosco_Spaera_1478
59,11,NaN,"516,306,109,82",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/25.jpg,1611_Sacrobosco_Spaera_1478_p26.jpg,1611_Sacrobosco_Spaera_1478
60,12,NaN,"348,784,128,93",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/22.jpg,1611_Sacrobosco_Spaera_1478_p23.jpg,1611_Sacrobosco_Spaera_1478
61,12,NaN,"200,289,167,78",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/22.jpg,1611_Sacrobosco_Spaera_1478_p23.jpg,1611_Sacrobosco_Spaera_1478
62,12,NaN,"314,522,121,98",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/22.jpg,1611_Sacrobosco_Spaera_1478_p23.jpg,1611_Sacrobosco_Spaera_1478
63,12,NaN,"572,455,125,29",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/22.jpg,1611_Sacrobosco_Spaera_1478_p23.jpg,1611_Sacrobosco_Spaera_1478
64,12,NaN,"481,381,109,92",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/22.jpg,1611_Sacrobosco_Spaera_1478_p23.jpg,1611_Sacrobosco_Spaera_1478
65,13,NaN,"399,420,173,134",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/32.jpg,1611_Sacrobosco_Spaera_1478_p33.jpg,1611_Sacrobosco_Spaera_1478
66,13,NaN,"312,721,98,101",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/32.jpg,1611_Sacrobosco_Spaera_1478_p33.jpg,1611_Sacrobosco_Spaera_1478
67,13,NaN,"532,790,167,30",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/32.jpg,1611_Sacrobosco_Spaera_1478_p33.jpg,1611_Sacrobosco_Spaera_1478
68,13,NaN,"623,739,122,29",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/32.jpg,1611_Sacrobosco_Spaera_1478_p33.jpg,1611_Sacrobosco_Spaera_1478
69,13,NaN,"252,304,104,57",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/32.jpg,1611_Sacrobosco_Spaera_1478_p33.jpg,1611_Sacrobosco_Spaera_1478
70,14,NaN,"259,828,116,137",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/10.jpg,1611_Sacrobosco_Spaera_1478_p11.jpg,1611_Sacrobosco_Spaera_1478
71,14,NaN,"352,597,162,68",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/10.jpg,1611_Sacrobosco_Spaera_1478_p11.jpg,1611_Sacrobosco_Spaera_1478
72,14,NaN,"222,638,96,42",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/10.jpg,1611_Sacrobosco_Spaera_1478_p11.jpg,1611_Sacrobosco_Spaera_1478
73,14,NaN,"324,685,111,112",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/10.jpg,1611_Sacrobosco_Spaera_1478_p11.jpg,1611_Sacrobosco_Spaera_1478
74,14,NaN,"637,593,172,91",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/10.jpg,1611_Sacrobosco_Spaera_1478_p11.jpg,1611_Sacrobosco_Spaera_1478
75,15,NaN,"544,403,98,67",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/13.jpg,1611_Sacrobosco_Spaera_1478_p14.jpg,1611_Sacrobosco_Spaera_1478
76,15,NaN,"559,786,101,101",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/13.jpg,1611_Sacrobosco_Spaera_1478_p14.jpg,1611_Sacrobosco_Spaera_1478
77,15,NaN,"373,344,167,59",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/13.jpg,1611_Sacrobosco_Spaera_1478_p14.jpg,1611_Sacrobosco_Spaera_1478
78,15,NaN,"542,811,171,50",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/13.jpg,1611_Sacrobosco_Spaera_1478_p14.jpg,1611_Sacrobosco_Spaera_1478
79,15,NaN,"291,357,140,36",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/13.jpg,1611_Sacrobosco_Spaera_1478_p14.jpg,1611_Sacrobosco_Spaera_1478
80,16,NaN,"502,677,157,30",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/12.jpg,1611_Sacrobosco_Spaera_1478_p13.jpg,1611_Sacrobosco_Spaera_1478
81,16,NaN,"521,438,93,35",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/12.jpg,1611_Sacrobosco_Spaera_1478_p13.jpg,1611_Sacrobosco_Spaera_1478
82,16,NaN,"481,563,114,97",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/12.jpg,1611_Sacrobosco_Spaera_1478_p13.jpg,1611_Sacrobosco_Spaera_1478
83,16,NaN,"285,650,113,66",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/12.jpg,1611_Sacrobosco_Spaera_1478_p13.jpg,1611_Sacrobosco_Spaera_1478
84,16,NaN,"317,325,176,64",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/12.jpg,1611_Sacrobosco_Spaera_1478_p13.jpg,1611_Sacrobosco_Spaera_1478
85,17,NaN,"190,706,136,37",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/28.jpg,1611_Sacrobosco_Spaera_1478_p29.jpg,1611_Sacrobosco_Spaera_1478
86,17,NaN,"379,363,126,39",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/28.jpg,1611_Sacrobosco_Spaera_1478_p29.jpg,1611_Sacrobosco_Spaera_1478
87,17,NaN,"466,484,146,97",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/28.jpg,1611_Sacrobosco_Spaera_1478_p29.jpg,1611_Sacrobosco_Spaera_1478
88,17,NaN,"460,799,156,126",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/28.jpg,1611_Sacrobosco_Spaera_1478_p29.jpg,1611_Sacrobosco_Spaera_1478
89,17,NaN,"444,250,126,42",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/28.jpg,1611_Sacrobosco_Spaera_1478_p29.jpg,1611_Sacrobosco_Spaera_1478
90,18,NaN,"369,482,170,124",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/27.jpg,1611_Sacrobosco_Spaera_1478_p28.jpg,1611_Sacrobosco_Spaera_1478
91,18,NaN,"477,251,103,50",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/27.jpg,1611_Sacrobosco_Spaera_1478_p28.jpg,1611_Sacrobosco_Spaera_1478
92,18,NaN,"504,286,107,36",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/27.jpg,1611_Sacrobosco_Spaera_1478_p28.jpg,1611_Sacrobosco_Spaera_1478
93,18,NaN,"308,717,173,127",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/27.jpg,1611_Sacrobosco_Spaera_1478_p28.jpg,1611_Sacrobosco_Spaera_1478
94,18,NaN,"183,618,154,54",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/27.jpg,1611_Sacrobosco_Spaera_1478_p28.jpg,1611_Sacrobosco_Spaera_1478
95,19,NaN,"497,402,135,113",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/19.jpg,1611_Sacrobosco_Spaera_1478_p20.jpg,1611_Sacrobosco_Spaera_1478
96,19,NaN,"185,374,167,73",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/19.jpg,1611_Sacrobosco_Spaera_1478_p20.jpg,1611_Sacrobosco_Spaera_1478
97,19,NaN,"302,677,175,89",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/19.jpg,1611_Sacrobosco_Spaera_1478_p20.jpg,1611_Sacrobosco_Spaera_1478
98,19,NaN,"244,578,179,39",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/19.jpg,1611_Sacrobosco_Spaera_1478_p20.jpg,1611_Sacrobosco_Spaera_1478
99,19,NaN,"536,438,123,52",/home/space/sphaera/sphaera_012020_all/pages/1611_Sacrobosco_Spaera_1478/processed/19.jpg,1611_Sacrobosco_Spaera_1478_p20.jpg,1611_Sacrobosco_Spaera_1478
100,20,NaN,"600,482,201,138",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/26.jpg,1612_sacrobosco_sphera_1478_p27.jpg,1612_sacrobosco_sphera_1478
101,20,NaN,"702,1100,188,187",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/26.jpg,1612_sacrobosco_sphera_1478_p27.jpg,1612_sacrobosco_sphera_1478
102,20,NaN,"864,998,182,213",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/26.jpg,1612_sacrobosco_sphera_1478_p27.jpg,1612_sacrobosco_sphera_1478
103,20,NaN,"813,921,245,202",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/26.jpg,1612_sacrobosco_sphera_1478_p27.jpg,1612_sacrobosco_sphera_1478
104,20,NaN,"595,589,252,108",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/26.jpg,1612_sacrobosco_sphera_1478_p27.jpg,1612_sacrobosco_sphera_1478
105,21,NaN,"285,520,134,76",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/8.jpg,1612_sacrobosco_sphera_1478_p9.jpg,1612_sacrobosco_sphera_1478
106,21,NaN,"671,758,193,107",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/8.jpg,1612_sacrobosco_sphera_1478_p9.jpg,1612_sacrobosco_sphera_1478
107,21,NaN,"270,1049,153,50",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/8.jpg,1612_sacrobosco_sphera_1478_p9.jpg,1612_sacrobosco_sphera_1478
108,21,NaN,"567,1278,166,101",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/8.jpg,1612_sacrobosco_sphera_1478_p9.jpg,1612_sacrobosco_sphera_1478
109,21,NaN,"278,1249,177,66",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/8.jpg,1612_sacrobosco_sphera_1478_p9.jpg,1612_sacrobosco_sphera_1478
110,22,NaN,"498,828,173,170",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/27.jpg,1612_sacrobosco_sphera_1478_p28.jpg,1612_sacrobosco_sphera_1478
111,22,NaN,"753,764,149,106",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/27.jpg,1612_sacrobosco_sphera_1478_p28.jpg,1612_sacrobosco_sphera_1478
112,22,NaN,"424,591,141,77",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/27.jpg,1612_sacrobosco_sphera_1478_p28.jpg,1612_sacrobosco_sphera_1478
113,22,NaN,"872,963,205,199",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/27.jpg,1612_sacrobosco_sphera_1478_p28.jpg,1612_sacrobosco_sphera_1478
114,22,NaN,"662,523,197,118",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/27.jpg,1612_sacrobosco_sphera_1478_p28.jpg,1612_sacrobosco_sphera_1478
115,23,NaN,"300,941,260,73",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/17.jpg,1612_sacrobosco_sphera_1478_p18.jpg,1612_sacrobosco_sphera_1478
116,23,NaN,"705,1011,217,131",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/17.jpg,1612_sacrobosco_sphera_1478_p18.jpg,1612_sacrobosco_sphera_1478
117,23,NaN,"697,1064,251,94",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/17.jpg,1612_sacrobosco_sphera_1478_p18.jpg,1612_sacrobosco_sphera_1478
118,23,NaN,"609,503,244,188",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/17.jpg,1612_sacrobosco_sphera_1478_p18.jpg,1612_sacrobosco_sphera_1478
119,23,NaN,"740,377,185,100",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/17.jpg,1612_sacrobosco_sphera_1478_p18.jpg,1612_sacrobosco_sphera_1478
120,24,NaN,"482,403,183,138",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/14.jpg,1612_sacrobosco_sphera_1478_p15.jpg,1612_sacrobosco_sphera_1478
121,24,NaN,"278,639,181,213",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/14.jpg,1612_sacrobosco_sphera_1478_p15.jpg,1612_sacrobosco_sphera_1478
122,24,NaN,"288,733,141,42",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/14.jpg,1612_sacrobosco_sphera_1478_p15.jpg,1612_sacrobosco_sphera_1478
123,24,NaN,"406,582,254,100",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/14.jpg,1612_sacrobosco_sphera_1478_p15.jpg,1612_sacrobosco_sphera_1478
124,24,NaN,"828,1160,210,179",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/14.jpg,1612_sacrobosco_sphera_1478_p15.jpg,1612_sacrobosco_sphera_1478
125,25,NaN,"299,1208,255,169",/home/space/sphaera/sphaera_012020_all/pages/1612_sacrobosco_sphera_1478/processed/25.jpg,1612_sacrobosco_sphera_1478_p26.jpg,1612_sacrobosco_sphera_1478
