,page_id,page_number,xywh,number,label,short_title,credited_authors,printers,publishers,place_of_publication,year_of_publication,handle
20,1594_beyer_quaestiones_1550_p86.jpg,86,"1021,1169,52,44 ",59,59,Quaestiones novae in libellum de sphaera Johannis de Sacro Bosco,"Sacrobosco, Johannes de;Beyer, Hartmann",Heirs of Peter I. Seitz,Heirs of Peter I. Seitz,Wittenberg,1550,hdl.handle.net/21.11103/sphaera.101121
21,1594_beyer_quaestiones_1550_p86.jpg,86,"328,789,50,35 ",22,22,Quaestiones novae in libellum de sphaera Johannis de Sacro Bosco,"Sacrobosco, Johannes de;Beyer, Hartmann",Heirs of Peter I. Seitz,Heirs of Peter I. Seitz,Wittenberg,1550,hdl.handle.net/21.11103/sphaera.101121
22,1594_beyer_quaestiones_1550_p86.jpg,86,"325,1026,50,37 ",27,27,Quaestiones novae in libellum de sphaera Johannis de Sacro Bosco,"Sacrobosco, Johannes de;Beyer, Hartmann",Heirs of Peter I. Seitz,Heirs of Peter I. Seitz,Wittenberg,1550,hdl.handle.net/21.11103/sphaera.101121
23,1594_beyer_quaestiones_1550_p86.jpg,86,"700,885,45,40 ",13,13,Quaestiones novae in libellum de sphaera Johannis de Sacro Bosco,"Sacrobosco, Johannes de;Beyer, Hartmann",Heirs of Peter I. Seitz,Heirs of Peter I. Seitz,Wittenberg,1550,hdl.handle.net/21.11103/sphaera.101121
24,1594_beyer_quaestiones_1550_p86.jpg,86,"1023,979,54,41 ",29,29,Quaestiones novae in libellum de sphaera Johannis de Sacro Bosco,"Sacrobosco, Johannes de;Beyer, Hartmann",Heirs of Peter I. Seitz,Heirs of Peter I. Seitz,Wittenberg,1550,hdl.handle.net/21.11103/sphaera.101121
25,1624_sacrobosco_textus_1494_p21.jpg,21,"1386,1954,57,43 ",37,37,Textus De Sphera Iohannis de Sacrobosco,"Sacrobosco, Johannes de","Hopyl, Wolfgang","Hopyl, Wolfgang",Paris,1494,hdl.handle.net/21.11103/sphaera.101126
26,1624_sacrobosco_textus_1494_p21.jpg,21,"1383,1783,58,44 ",38,38,Textus De Sphera Iohannis de Sacrobosco,"Sacrobosco, Johannes de","Hopyl, Wolfgang","Hopyl, Wolfgang",Paris,1494,hdl.handle.net/21.11103/sphaera.101126
27,1624_sacrobosco_textus_1494_p21.jpg,21,"1446,1830,57,38 ",20,20,Textus De Sphera Iohannis de Sacrobosco,"Sacrobosco, Johannes de","Hopyl, Wolfgang","Hopyl, Wolfgang",Paris,1494,hdl.handle.net/21.11103/sphaera.101126
28,1624_sacrobosco_textus_1494_p21.jpg,21,"1170,1905,66,41 ",48,48,Textus De Sphera Iohannis de Sacrobosco,"Sacrobosco, Johannes de","Hopyl, Wolfgang","Hopyl, Wolfgang",Paris,1494,hdl.handle.net/21.11103/sphaera.101126
29,1624_sacrobosco_textus_1494_p21.jpg,21,"1234,1780,56,41 ",30,30,Textus De Sphera Iohannis de Sacrobosco,"Sacrobosco, Johannes de","Hopyl, Wolfgang","Hopyl, Wolfgang",Paris,1494,hdl.handle.net/21.11103/sphaera.101126
30,1624_sacrobosco_textus_1494_p22.jpg,22,"974,1849,55,39 ",30,30,Textus De Sphera Iohannis de Sacrobosco,"Sacrobosco, Johannes de","Hopyl, Wolfgang","Hopyl, Wolfgang",Paris,1494,hdl.handle.net/21.11103/sphaera.101126
31,1624_sacrobosco_textus_1494_p22.jpg,22,"713,2019,52,39 ",61,61,Textus De Sphera Iohannis de Sacrobosco,"Sacrobosco, Johannes de","Hopyl, Wolfgang","Hopyl, Wolfgang",Paris,1494,hdl.handle.net/21.11103/sphaera.101126
32,1624_sacrobosco_textus_1494_p22.jpg,22,"914,1976,56,41 ",40,40,Textus De Sphera Iohannis de Sacrobosco,"Sacrobosco, Johannes de","Hopyl, Wolfgang","Hopyl, Wolfgang",Paris,1494,hdl.handle.net/21.11103/sphaera.101126
33,1624_sacrobosco_textus_1494_p22.jpg,22,"909,1721,54,40 ",38,38,Textus De Sphera Iohannis de Sacrobosco,"Sacrobosco, Johannes de","Hopyl, Wolfgang","Hopyl, Wolfgang",Paris,1494,hdl.handle.net/21.11103/sphaera.101126
34,1624_sacrobosco_textus_1494_p22.jpg,22,"710,1891,53,39 ",59,59,Textus De Sphera Iohannis de Sacrobosco,"Sacrobosco, Johannes de","Hopyl, Wolfgang","Hopyl, Wolfgang",Paris,1494,hdl.handle.net/21.11103/sphaera.101126
35,1624_sacrobosco_textus_1494_p23.jpg,23,"1156,2204,58,45 ",76,76,Textus De Sphera Iohannis de Sacrobosco,"Sacrobosco, Johannes de","Hopyl, Wolfgang","Hopyl, Wolfgang",Paris,1494,hdl.handle.net/21.11103/sphaera.101126
36,1624_sacrobosco_textus_1494_p23.jpg,23,"1153,2031,58,42 ",55,55,Textus De Sphera Iohannis de Sacrobosco,"Sacrobosco, Johannes de","Hopyl, Wolfgang","Hopyl, Wolfgang",Paris,1494,hdl.handle.net/21.11103/sphaera.101126
37,1624_sacrobosco_textus_1494_p23.jpg,23,"1377,1897,60,41 ",38,38,Textus De Sphera Iohannis de Sacrobosco,"Sacrobosco, Johannes de","Hopyl, Wolfgang","Hopyl, Wolfgang",Paris,1494,hdl.handle.net/21.11103/sphaera.101126
38,1624_sacrobosco_textus_1494_p23.jpg,23,"1251,1816,69,41 ",44,44,Textus De Sphera Iohannis de Sacrobosco,"Sacrobosco, Johannes de","Hopyl, Wolfgang","Hopyl, Wolfgang",Paris,1494,hdl.handle.net/21.11103/sphaera.101126
39,1624_sacrobosco_textus_1494_p23.jpg,23,"1387,2071,64,41 ",34,34,Textus De Sphera Iohannis de Sacrobosco,"Sacrobosco, Johannes de","Hopyl, Wolfgang","Hopyl, Wolfgang",Paris,1494,hdl.handle.net/21.11103/sphaera.101126
40,1624_sacrobosco_textus_1494_p37.jpg,37,"738,1783,57,43 ",51,51,Textus De Sphera Iohannis de Sacrobosco,"Sacrobosco, Johannes de","Hopyl, Wolfgang","Hopyl, Wolfgang",Paris,1494,hdl.handle.net/21.11103/sphaera.101126
41,1624_sacrobosco_textus_1494_p37.jpg,37,"1276,1854,51,41 ",58,58,Textus De Sphera Iohannis de Sacrobosco,"Sacrobosco, Johannes de","Hopyl, Wolfgang","Hopyl, Wolfgang",Paris,1494,hdl.handle.net/21.11103/sphaera.101126
42,1624_sacrobosco_textus_1494_p37.jpg,37,"674,1656,51,39 ",14,14,Textus De Sphera Iohannis de Sacrobosco,"Sacrobosco, Johannes de","Hopyl, Wolfgang","Hopyl, Wolfgang",Paris,1494,hdl.handle.net/21.11103/sphaera.101126
43,1624_sacrobosco_textus_1494_p37.jpg,37,"681,1877,51,40 ",27,27,Textus De Sphera Iohannis de Sacrobosco,"Sacrobosco, Johannes de","Hopyl, Wolfgang","Hopyl, Wolfgang",Paris,1494,hdl.handle.net/21.11103/sphaera.101126
44,1624_sacrobosco_textus_1494_p37.jpg,37,"677,1741,51,40 ",18,18,Textus De Sphera Iohannis de Sacrobosco,"Sacrobosco, Johannes de","Hopyl, Wolfgang","Hopyl, Wolfgang",Paris,1494,hdl.handle.net/21.11103/sphaera.101126
45,1626_sacrobosco_opusculum_1494_p77.jpg,77,"633,812,56,47 ",36,36,Opusculum Iohannis de Sacro Busto spericum,"Sacrobosco, Johannes de","Landsberg, Martin","Landsberg, Martin",Leipzig,1494,hdl.handle.net/21.11103/sphaera.100271
46,1626_sacrobosco_opusculum_1494_p77.jpg,77,"634,1151,57,45 ",60,60,Opusculum Iohannis de Sacro Busto spericum,"Sacrobosco, Johannes de","Landsberg, Martin","Landsberg, Martin",Leipzig,1494,hdl.handle.net/21.11103/sphaera.100271
47,1626_sacrobosco_opusculum_1494_p77.jpg,77,"625,727,62,44 ",24,24,Opusculum Iohannis de Sacro Busto spericum,"Sacrobosco, Johannes de","Landsberg, Martin","Landsberg, Martin",Leipzig,1494,hdl.handle.net/21.11103/sphaera.100271
48,1626_sacrobosco_opusculum_1494_p77.jpg,77,"898,1069,54,42 ",17,17,Opusculum Iohannis de Sacro Busto spericum,"Sacrobosco, Johannes de","Landsberg, Martin","Landsberg, Martin",Leipzig,1494,hdl.handle.net/21.11103/sphaera.100271
49,1626_sacrobosco_opusculum_1494_p77.jpg,77,"707,990,57,43 ",50,50,Opusculum Iohannis de Sacro Busto spericum,"Sacrobosco, Johannes de","Landsberg, Martin","Landsberg, Martin",Leipzig,1494,hdl.handle.net/21.11103/sphaera.100271
50,1632_sacrobosco_opusculum_1498_p78.jpg,78,"2813,3308,150,115 ",54,54,Opusculum Johannis de sacro busto spericum,"Sacrobosco, Johannes de","Stöckel, Wolfgang","Stöckel, Wolfgang",Leipzig,1498,hdl.handle.net/21.11103/sphaera.100887
51,1632_sacrobosco_opusculum_1498_p78.jpg,78,"3026,3402,140,106 ",40,40,Opusculum Johannis de sacro busto spericum,"Sacrobosco, Johannes de","Stöckel, Wolfgang","Stöckel, Wolfgang",Leipzig,1498,hdl.handle.net/21.11103/sphaera.100887
52,1632_sacrobosco_opusculum_1498_p78.jpg,78,"3018,3682,127,105 ",35,35,Opusculum Johannis de sacro busto spericum,"Sacrobosco, Johannes de","Stöckel, Wolfgang","Stöckel, Wolfgang",Leipzig,1498,hdl.handle.net/21.11103/sphaera.100887
53,1632_sacrobosco_opusculum_1498_p78.jpg,78,"2864,4348,147,96 ",66,66,Opusculum Johannis de sacro busto spericum,"Sacrobosco, Johannes de","Stöckel, Wolfgang","Stöckel, Wolfgang",Leipzig,1498,hdl.handle.net/21.11103/sphaera.100887
54,1632_sacrobosco_opusculum_1498_p78.jpg,78,"2825,3593,135,99 ",60,60,Opusculum Johannis de sacro busto spericum,"Sacrobosco, Johannes de","Stöckel, Wolfgang","Stöckel, Wolfgang",Leipzig,1498,hdl.handle.net/21.11103/sphaera.100887
55,1640_sacrobosco_introductorium_1503_p107.jpg,107,"1266,2576,101,69 ",64,64,Astronomice sciencie sphaericum introductorium Ioannis de sacro busto,"Sacrobosco, Johannes de","Stöckel, Wolfgang","Stöckel, Wolfgang",Leipzig,1503,hdl.handle.net/21.11103/sphaera.100893
56,1640_sacrobosco_introductorium_1503_p107.jpg,107,"1267,2124,97,59 ",56,56,Astronomice sciencie sphaericum introductorium Ioannis de sacro busto,"Sacrobosco, Johannes de","Stöckel, Wolfgang","Stöckel, Wolfgang",Leipzig,1503,hdl.handle.net/21.11103/sphaera.100893
57,1640_sacrobosco_introductorium_1503_p107.jpg,107,"1256,2255,90,60 ",60,60,Astronomice sciencie sphaericum introductorium Ioannis de sacro busto,"Sacrobosco, Johannes de","Stöckel, Wolfgang","Stöckel, Wolfgang",Leipzig,1503,hdl.handle.net/21.11103/sphaera.100893
58,1640_sacrobosco_introductorium_1503_p107.jpg,107,"1757,2444,89,67 ",20,20,Astronomice sciencie sphaericum introductorium Ioannis de sacro busto,"Sacrobosco, Johannes de","Stöckel, Wolfgang","Stöckel, Wolfgang",Leipzig,1503,hdl.handle.net/21.11103/sphaera.100893
59,1640_sacrobosco_introductorium_1503_p107.jpg,107,"1290,1924,97,73 ",48,48,Astronomice sciencie sphaericum introductorium Ioannis de sacro busto,"Sacrobosco, Johannes de","Stöckel, Wolfgang","Stöckel, Wolfgang",Leipzig,1503,hdl.handle.net/21.11103/sphaera.100893
60,1640_sacrobosco_introductorium_1503_p25.jpg,25,"1424,2018,73,67 ",12,12,Astronomice sciencie sphaericum introductorium Ioannis de sacro busto,"Sacrobosco, Johannes de","Stöckel, Wolfgang","Stöckel, Wolfgang",Leipzig,1503,hdl.handle.net/21.11103/sphaera.100893
61,1640_sacrobosco_introductorium_1503_p25.jpg,25,"1587,2526,96,79 ",34,34,Astronomice sciencie sphaericum introductorium Ioannis de sacro busto,"Sacrobosco, Johannes de","Stöckel, Wolfgang","Stöckel, Wolfgang",Leipzig,1503,hdl.handle.net/21.11103/sphaera.100893
62,1640_sacrobosco_introductorium_1503_p25.jpg,25,"1703,2460,92,64 ",26,26,Astronomice sciencie sphaericum introductorium Ioannis de sacro busto,"Sacrobosco, Johannes de","Stöckel, Wolfgang","Stöckel, Wolfgang",Leipzig,1503,hdl.handle.net/21.11103/sphaera.100893
63,1640_sacrobosco_introductorium_1503_p25.jpg,25,"1572,2271,88,66 ",20,20,Astronomice sciencie sphaericum introductorium Ioannis de sacro busto,"Sacrobosco, Johannes de","Stöckel, Wolfgang","Stöckel, Wolfgang",Leipzig,1503,hdl.handle.net/21.11103/sphaera.100893
64,1640_sacrobosco_introductorium_1503_p25.jpg,25,"1586,2013,65,73 ",13,13,Astronomice sciencie sphaericum introductorium Ioannis de sacro busto,"Sacrobosco, Johannes de","Stöckel, Wolfgang","Stöckel, Wolfgang",Leipzig,1503,hdl.handle.net/21.11103/sphaera.100893
65,1642_sacrobosco_opus_1508_p34.jpg,34,"1376,1005,57,51 ",30,30,Opus sphericum magistri Ioannis de Sacro busto,"Sacrobosco, Johannes de",Heirs of Heinrich Quentell,Heirs of Heinrich Quentell,Cologne,1508,hdl.handle.net/21.11103/sphaera.100183
66,1642_sacrobosco_opus_1508_p34.jpg,34,"1335,1311,74,56 ",59,59,Opus sphericum magistri Ioannis de Sacro busto,"Sacrobosco, Johannes de",Heirs of Heinrich Quentell,Heirs of Heinrich Quentell,Cologne,1508,hdl.handle.net/21.11103/sphaera.100183
67,1642_sacrobosco_opus_1508_p34.jpg,34,"1371,1105,62,57 ",35,35,Opus sphericum magistri Ioannis de Sacro busto,"Sacrobosco, Johannes de",Heirs of Heinrich Quentell,Heirs of Heinrich Quentell,Cologne,1508,hdl.handle.net/21.11103/sphaera.100183
68,1642_sacrobosco_opus_1508_p34.jpg,34,"1238,1253,78,64 ",64,64,Opus sphericum magistri Ioannis de Sacro busto,"Sacrobosco, Johannes de",Heirs of Heinrich Quentell,Heirs of Heinrich Quentell,Cologne,1508,hdl.handle.net/21.11103/sphaera.100183
69,1642_sacrobosco_opus_1508_p34.jpg,34,"1370,847,56,58 ",50,50,Opus sphericum magistri Ioannis de Sacro busto,"Sacrobosco, Johannes de",Heirs of Heinrich Quentell,Heirs of Heinrich Quentell,Cologne,1508,hdl.handle.net/21.11103/sphaera.100183
70,1646_torre_tractado_1510_p46.jpg,46,"1016,2205,80,62 ",43,43,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
71,1646_torre_tractado_1510_p46.jpg,46,"1034,1079,71,55 ",28,28,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
72,1646_torre_tractado_1510_p46.jpg,46,"1029,1307,61,53 ",31,31,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
73,1646_torre_tractado_1510_p46.jpg,46,"1020,1699,74,58 ",37,37,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
74,1646_torre_tractado_1510_p46.jpg,46,"388,1528,72,62 ",15,15,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
75,1646_torre_tractado_1510_p47.jpg,47,"1269,1095,77,60 ",34,34,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
76,1646_torre_tractado_1510_p47.jpg,47,"1262,874,84,56 ",30,30,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
77,1646_torre_tractado_1510_p47.jpg,47,"619,2097,68,52 ",22,22,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
78,1646_torre_tractado_1510_p47.jpg,47,"615,1545,62,57 ",13,13,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
79,1646_torre_tractado_1510_p47.jpg,47,"615,1378,71,51 ",10,10,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
80,1646_torre_tractado_1510_p66.jpg,66,"650,1056,86,59 ",53,53,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
81,1646_torre_tractado_1510_p66.jpg,66,"652,944,83,57 ",16,16,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
82,1646_torre_tractado_1510_p66.jpg,66,"654,573,85,54 ",18,18,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
83,1646_torre_tractado_1510_p66.jpg,66,"654,733,91,62 ",53,53,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
84,1646_torre_tractado_1510_p66.jpg,66,"645,1381,92,53 ",40,40,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
85,1646_torre_tractado_1510_p73.jpg,73,"1279,1290,83,61 ",53,53,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
86,1646_torre_tractado_1510_p73.jpg,73,"1165,1076,76,54 ",20,20,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
87,1646_torre_tractado_1510_p73.jpg,73,"1279,1118,83,57 ",16,16,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
88,1646_torre_tractado_1510_p73.jpg,73,"1275,1565,80,53 ",44,44,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
89,1646_torre_tractado_1510_p73.jpg,73,"1270,1952,74,58 ",39,39,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
90,1646_torre_tractado_1510_p75.jpg,75,"1281,1657,75,57 ",59,59,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
91,1646_torre_tractado_1510_p75.jpg,75,"833,1602,86,57 ",55,55,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
92,1646_torre_tractado_1510_p75.jpg,75,"841,1269,76,61 ",53,53,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
93,1646_torre_tractado_1510_p75.jpg,75,"831,1383,88,55 ",34,34,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
94,1646_torre_tractado_1510_p75.jpg,75,"1161,1375,87,64 ",21,21,Tractado da Spera do mundo,"Sacrobosco, Johannes de","Gaillard, German","Gaillard, German",Lisbon,1510,hdl.handle.net/21.11103/sphaera.100048
95,1656_fine_opusculum_1516_p31.jpg,31,"206,813,31,26 ",36,36,Mundiales sphere opusculum Ioannis de Sacro Busto,"Sacrobosco, Johannes de","Quignon, Vincent","Chaudière, Regnault",Paris,1516,hdl.handle.net/21.11103/sphaera.100991
96,1656_fine_opusculum_1516_p31.jpg,31,"244,846,32,20 ",20,20,Mundiales sphere opusculum Ioannis de Sacro Busto,"Sacrobosco, Johannes de","Quignon, Vincent","Chaudière, Regnault",Paris,1516,hdl.handle.net/21.11103/sphaera.100991
97,1656_fine_opusculum_1516_p31.jpg,31,"243,752,28,21 ",15,15,Mundiales sphere opusculum Ioannis de Sacro Busto,"Sacrobosco, Johannes de","Quignon, Vincent","Chaudière, Regnault",Paris,1516,hdl.handle.net/21.11103/sphaera.100991
98,1656_fine_opusculum_1516_p31.jpg,31,"282,876,33,24 ",47,47,Mundiales sphere opusculum Ioannis de Sacro Busto,"Sacrobosco, Johannes de","Quignon, Vincent","Chaudière, Regnault",Paris,1516,hdl.handle.net/21.11103/sphaera.100991
99,1656_fine_opusculum_1516_p31.jpg,31,"242,782,31,23 ",45,45,Mundiales sphere opusculum Ioannis de Sacro Busto,"Sacrobosco, Johannes de","Quignon, Vincent","Chaudière, Regnault",Paris,1516,hdl.handle.net/21.11103/sphaera.100991
