,page_id_,num_book_page_id,number,xywh,short_title,credited_authors,printers,publishers,place_of_publication,year_of_publication,handle
11,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2513,3458,43,52",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
12,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3051,3166,43,46",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
13,1746_sacrobosco_christophori_1593_p283.jpg,283,9.0,"2550,3565,39,56",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
14,1746_sacrobosco_christophori_1593_p283.jpg,283,7.0,"2678,3259,41,55",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
15,1746_sacrobosco_christophori_1593_p283.jpg,283,3.0,"2634,3644,37,60",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
16,1746_sacrobosco_christophori_1593_p283.jpg,283,3.0,"3032,1471,34,59",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
17,1746_sacrobosco_christophori_1593_p283.jpg,283,1.0,"2887,2854,40,53",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
18,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3143,2281,42,45",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
19,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2979,2076,41,42",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
20,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3067,1775,40,43",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
21,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3066,1979,41,42",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
22,1746_sacrobosco_christophori_1593_p283.jpg,283,4.0,"2557,3468,41,56",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
23,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2976,2177,41,42",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
24,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2964,3266,42,45",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
25,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2964,3575,39,43",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
26,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2921,3573,41,47",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
27,1746_sacrobosco_christophori_1593_p283.jpg,283,9.0,"2696,2073,40,56",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
28,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2525,2172,43,44",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
29,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3106,1674,42,46",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
30,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3024,1773,42,45",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
31,1746_sacrobosco_christophori_1593_p283.jpg,283,1.0,"2861,1670,29,45",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
32,1746_sacrobosco_christophori_1593_p283.jpg,283,6.0,"1135,3997,41,61",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
33,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2555,3359,43,45",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
34,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3006,3269,42,45",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
35,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2796,3572,41,42",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
36,1746_sacrobosco_christophori_1593_p283.jpg,283,7.0,"2883,2959,43,57",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
37,1746_sacrobosco_christophori_1593_p283.jpg,283,8.0,"2550,3632,39,65",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
38,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2965,3366,43,49",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
39,1746_sacrobosco_christophori_1593_p283.jpg,283,1.0,"2393,3640,31,51",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
40,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2755,3646,40,44",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
41,1746_sacrobosco_christophori_1593_p283.jpg,283,9.0,"2733,2171,37,56",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
42,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3008,2962,42,46",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
43,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2631,3566,43,46",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
44,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2811,2278,40,41",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
45,1746_sacrobosco_christophori_1593_p283.jpg,283,9.0,"2804,3161,43,57",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
46,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3051,3067,42,44",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
47,1746_sacrobosco_christophori_1593_p283.jpg,283,3.0,"3055,2660,28,57",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
48,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3022,1976,43,45",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
49,1746_sacrobosco_christophori_1593_p283.jpg,283,6.0,"2638,3451,38,63",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
50,1746_sacrobosco_christophori_1593_p283.jpg,283,6.0,"2760,3457,38,57",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
51,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3136,2870,40,39",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
52,1746_sacrobosco_christophori_1593_p283.jpg,283,9.0,"2733,1973,36,57",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
53,1746_sacrobosco_christophori_1593_p283.jpg,283,6.0,"2842,3255,38,55",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
54,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3050,3367,41,54",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
55,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3093,3068,41,44",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
56,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2976,2279,42,46",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
57,1746_sacrobosco_christophori_1593_p283.jpg,283,6.0,"3094,2653,35,51",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
58,1746_sacrobosco_christophori_1593_p283.jpg,283,6.0,"2640,3249,40,60",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
59,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3017,2281,42,41",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
60,1746_sacrobosco_christophori_1593_p283.jpg,283,6.0,"2969,2955,38,54",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
61,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2893,2174,41,45",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
62,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2841,3359,42,53",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
63,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3087,3655,41,44",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
64,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3009,3368,40,54",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
65,1746_sacrobosco_christophori_1593_p283.jpg,283,2.0,"2470,3562,40,51",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
66,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3091,3269,42,49",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
67,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3021,2077,44,44",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
68,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3051,2863,43,47",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
69,1746_sacrobosco_christophori_1593_p283.jpg,283,3.0,"2846,3162,33,59",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
70,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3066,2078,40,43",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
71,1746_sacrobosco_christophori_1593_p283.jpg,283,6.0,"2474,3452,40,64",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
72,1746_sacrobosco_christophori_1593_p283.jpg,283,7.0,"2686,2275,40,54",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
73,1746_sacrobosco_christophori_1593_p283.jpg,283,3.0,"2385,3562,43,65",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
74,1746_sacrobosco_christophori_1593_p283.jpg,283,1.0,"2600,3253,40,58",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
75,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2937,2075,43,43",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
76,1746_sacrobosco_christophori_1593_p283.jpg,283,2.0,"2899,1674,35,39",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
77,1746_sacrobosco_christophori_1593_p283.jpg,283,7.0,"2807,1763,49,63",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
78,1746_sacrobosco_christophori_1593_p283.jpg,283,6.0,"2692,2167,40,56",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
79,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3152,1576,40,40",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
80,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2853,2280,39,39",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
81,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2882,3263,40,50",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
82,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2921,3468,41,48",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
83,1746_sacrobosco_christophori_1593_p283.jpg,283,7.0,"2510,3640,40,56",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
84,1746_sacrobosco_christophori_1593_p283.jpg,283,6.0,"3030,1567,36,47",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
85,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2598,3360,42,49",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
86,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2979,1771,46,47",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
87,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3151,1877,40,44",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
88,1746_sacrobosco_christophori_1593_p283.jpg,283,7.0,"2896,1764,41,65",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
89,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"2984,1679,32,35",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
90,1746_sacrobosco_christophori_1593_p283.jpg,283,2.0,"2648,1964,49,55",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
91,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3148,1674,41,48",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
92,1746_sacrobosco_christophori_1593_p283.jpg,283,5.0,"2862,1875,32,55",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
93,1746_sacrobosco_christophori_1593_p283.jpg,283,0.0,"3061,2282,40,42",In Sphaeram Ioannis de Sacro Bosco. Commentarius,"Clavius, Christoph;Sacrobosco, Johannes de","Julliéron, Guichard",Brothers Gabiano,Lyon,1593,hdl.handle.net/21.11103/sphaera.100363
