page_id,region,xywh,element_label,page_url,number,num_page_id,num_book_page_id,num_patch_id,book,page_id_
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/093c6820-b26e-4686-b778-eee33d292f9d,"2769,2277,40,41",0,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,10,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/0acae059-ddc3-427f-8c84-bf92531c57cb,"2513,3458,43,52",0,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,11,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/0bf63185-5192-44d6-a743-321934ce9b84,"3051,3166,43,46",0,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,12,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/10b1c14d-b6b8-425d-816c-7e79b61cf664,"2550,3565,39,56",9,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,9.0,0,283,13,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/110a1c8f-721d-43a5-842b-1c8c87dee5fa,"2678,3259,41,55",7,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,7.0,0,283,14,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/122112b0-0497-4e09-97ee-6a90a267be1f,"2634,3644,37,60",3,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,3.0,0,283,15,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/12374040-9c31-4e08-a899-cb3c385bfcc9,"3032,1471,34,59",^3,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,3.0,0,283,16,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/1474b3f5-cd25-46d7-b448-9034052348cd,"2887,2854,40,53",^1,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,1.0,0,283,17,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/14d20607-ffe1-414f-975b-4e852ddc3c63,"3143,2281,42,45",0$,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,18,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/162f8d16-124b-44d8-ad38-8b12228eadea,"2979,2076,41,42",0,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,19,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/178056f5-6004-4578-b7e5-89259e0c6c1a,"3067,1775,40,43",0,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,20,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/194fc6cf-dbd6-4a45-b640-957fd76deafd,"3066,1979,41,42",0,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,21,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/195bc085-84c3-4f03-86fd-9ba8f540b3c3,"2557,3468,41,56",4,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,4.0,0,283,22,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/196b61df-4c34-4fb6-aa24-57be03ed9223,"2976,2177,41,42",0,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,23,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/197a45e9-abaf-4c1a-b650-d32d05639e39,"2964,3266,42,45",0,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,24,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/19aa1005-fb75-41cd-848c-b91d15a00abd,"2964,3575,39,43",0,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,25,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/1cb92e3d-7659-48b6-b8ab-73c25d4c7454,"2921,3573,41,47",0,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,26,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/1cc3f874-9a39-48eb-89e1-30320ef750c2,"2696,2073,40,56",9,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,9.0,0,283,27,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/1da62e6e-7427-41ce-946a-bedf130ccf76,"2525,2172,43,44",0,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,28,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/1dd44e60-6d53-4554-8539-451641f8b29e,"3106,1674,42,46",0,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,29,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/1edadf85-546e-4879-90eb-d7ddcaba6ec0,"3024,1773,42,45",0,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,30,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/1f214d35-96a5-48e1-acbf-2e26bf44ead6,"2861,1670,29,45",^1,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,1.0,0,283,31,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/1faba5d5-f312-4520-b164-b1ce5de25e47,"1135,3997,41,61",^6,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,6.0,0,283,32,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/1fd08315-63ac-457c-b9fc-c1b87663bc4d,"2555,3359,43,45",0,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,33,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/2138a325-ff83-4ddc-ba98-2d19f74e9547,"3006,3269,42,45",0,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,34,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/2623fc10-4e5c-4ebb-9548-e42f16119988,"2796,3572,41,42",0,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,35,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/2625bc61-af42-4174-988f-07b0ee1549b9,"2883,2959,43,57",7,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,7.0,0,283,36,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/26f2a845-5753-4d3e-83cd-6bbe9ad96a44,"2550,3632,39,65",8,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,8.0,0,283,37,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/2711f74b-067c-4804-8348-a9eab5550743,"2965,3366,43,49",0,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,38,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/275d749f-e7ca-41b2-856a-bebfa3e6a5e8,"2393,3640,31,51",1,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,1.0,0,283,39,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/29552d65-e283-4b84-bb20-82b762c2a980,"2755,3646,40,44",0,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,40,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/296c6a18-b5f0-4f0e-9655-23146d5663b1,"2733,2171,37,56",9,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,9.0,0,283,41,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/29a415ca-11cb-4cec-ae5f-dc5ae079e229,"3008,2962,42,46",0,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,42,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
http://content.mpiwg-berlin.mpg.de/mpiwg/online/permanent/sphaera/1746_sacrobosco_christophori_1593/pageimg/1746_sacrobosco_christophori_1593_p283.jpg,http://dev.sphaera.mpiwg-berlin.mpg.de/container/ImageRegions.Container/2cacef5a-8b9d-4a04-b6f6-cee2e8bbc2ca,"2631,3566,43,46",0,http://db.sphaera.mpiwg-berlin.mpg.de/Scaler/IIIF/permanent!sphaera!1746_sacrobosco_christophori_1593!pageimg!1746_sacrobosco_christophori_1593_p283.jpg/full/max/0/default.jpg,0.0,0,283,43,1746_sacrobosco_christophori_1593,1746_sacrobosco_christophori_1593_p283.jpg
